Time (s),GenPwr
350.8000,4.402E+02
350.9000,4.387E+02
351.0000,4.374E+02
351.1000,4.361E+02
351.2000,4.351E+02
351.3000,4.342E+02
351.4000,4.334E+02
351.5000,4.328E+02
351.6000,4.321E+02
351.7000,4.315E+02
351.8000,4.310E+02
351.9000,4.305E+02
352.0000,4.299E+02
352.1000,4.292E+02
352.2000,4.287E+02
352.3000,4.281E+02
352.4000,4.275E+02
352.5000,4.270E+02
352.6000,4.265E+02
352.7000,4.260E+02
352.8000,4.254E+02
352.9000,4.247E+02
353.0000,4.239E+02
353.1000,4.229E+02
353.2000,4.218E+02
353.3000,4.206E+02
353.4000,4.194E+02
353.5000,4.183E+02
353.6000,4.171E+02
353.7000,4.160E+02
353.8000,4.148E+02
353.9000,4.136E+02
354.0000,4.122E+02
354.1000,4.109E+02
354.2000,4.096E+02
354.3000,4.084E+02
354.4000,4.072E+02
354.5000,4.061E+02
354.6000,4.050E+02
354.7000,4.041E+02
354.8000,4.034E+02
354.9000,4.028E+02
355.0000,4.023E+02
355.1000,4.019E+02
355.2000,4.013E+02
355.3000,4.006E+02
355.4000,3.999E+02
355.5000,3.992E+02
355.6000,3.985E+02
355.7000,3.980E+02
355.8000,3.974E+02
355.9000,3.971E+02
356.0000,3.967E+02
356.1000,3.961E+02
356.2000,3.954E+02
356.3000,3.946E+02
356.4000,3.937E+02
356.5000,3.929E+02
356.6000,3.921E+02
356.7000,3.914E+02
356.8000,3.906E+02
356.9000,3.899E+02
357.0000,3.890E+02
357.1000,3.881E+02
357.2000,3.873E+02
357.3000,3.865E+02
357.4000,3.858E+02
357.5000,3.851E+02
357.6000,3.844E+02
357.7000,3.836E+02
357.8000,3.825E+02
357.9000,3.812E+02
358.0000,3.800E+02
358.1000,3.788E+02
358.2000,3.778E+02
358.3000,3.770E+02
358.4000,3.761E+02
358.5000,3.750E+02
358.6000,3.738E+02
358.7000,3.726E+02
358.8000,3.714E+02
358.9000,3.702E+02
359.0000,3.691E+02
359.1000,3.681E+02
359.2000,3.671E+02
359.3000,3.661E+02
359.4000,3.654E+02
359.5000,3.649E+02
359.6000,3.644E+02
359.7000,3.640E+02
359.8000,3.634E+02
359.9000,3.629E+02
360.0000,3.624E+02
360.1000,3.619E+02
360.2000,3.615E+02
360.3000,3.610E+02
360.4000,3.606E+02
360.5000,3.603E+02
360.6000,3.599E+02
360.7000,3.596E+02
360.8000,3.591E+02
360.9000,3.587E+02
361.0000,3.584E+02
361.1000,3.580E+02
361.2000,3.576E+02
361.3000,3.571E+02
361.4000,3.565E+02
361.5000,3.556E+02
361.6000,3.545E+02
361.7000,3.532E+02
361.8000,3.518E+02
361.9000,3.505E+02
362.0000,3.493E+02
362.1000,3.482E+02
362.2000,3.470E+02
362.3000,3.459E+02
362.4000,3.447E+02
362.5000,3.437E+02
362.6000,3.428E+02
362.7000,3.419E+02
362.8000,3.412E+02
362.9000,3.405E+02
363.0000,3.398E+02
363.1000,3.391E+02
363.2000,3.382E+02
363.3000,3.373E+02
363.4000,3.363E+02
363.5000,3.352E+02
363.6000,3.341E+02
363.7000,3.331E+02
363.8000,3.321E+02
363.9000,3.312E+02
364.0000,3.303E+02
364.1000,3.294E+02
364.2000,3.285E+02
364.3000,3.277E+02
364.4000,3.269E+02
364.5000,3.261E+02
364.6000,3.253E+02
364.7000,3.246E+02
364.8000,3.239E+02
364.9000,3.231E+02
365.0000,3.222E+02
365.1000,3.212E+02
365.2000,3.202E+02
365.3000,3.193E+02
365.4000,3.183E+02
365.5000,3.174E+02
365.6000,3.166E+02
365.7000,3.157E+02
365.8000,3.149E+02
365.9000,3.141E+02
366.0000,3.134E+02
366.1000,3.130E+02
366.2000,3.126E+02
366.3000,3.122E+02
366.4000,3.117E+02
366.5000,3.113E+02
366.6000,3.109E+02
366.7000,3.105E+02
366.8000,3.100E+02
366.9000,3.094E+02
367.0000,3.085E+02
367.1000,3.074E+02
367.2000,3.063E+02
367.3000,3.052E+02
367.4000,3.040E+02
367.5000,3.029E+02
367.6000,3.018E+02
367.7000,3.008E+02
367.8000,2.997E+02
367.9000,2.987E+02
368.0000,2.976E+02
368.1000,2.965E+02
368.2000,2.954E+02
368.3000,2.943E+02
368.4000,2.932E+02
368.5000,2.922E+02
368.6000,2.914E+02
368.7000,2.907E+02
368.8000,2.900E+02
368.9000,2.893E+02
369.0000,2.885E+02
369.1000,2.879E+02
369.2000,2.872E+02
369.3000,2.866E+02
369.4000,2.861E+02
369.5000,2.854E+02
369.6000,2.849E+02
369.7000,2.844E+02
369.8000,2.839E+02
369.9000,2.835E+02
370.0000,2.831E+02
370.1000,2.826E+02
370.2000,2.822E+02
370.3000,2.818E+02
370.4000,2.814E+02
370.5000,2.811E+02
370.6000,2.810E+02
370.7000,2.808E+02
370.8000,2.805E+02
370.9000,2.801E+02
371.0000,2.796E+02
371.1000,2.789E+02
371.2000,2.780E+02
371.3000,2.771E+02
371.4000,2.763E+02
371.5000,2.757E+02
371.6000,2.751E+02
371.7000,2.746E+02
371.8000,2.740E+02
371.9000,2.734E+02
372.0000,2.726E+02
372.1000,2.718E+02
372.2000,2.710E+02
372.3000,2.703E+02
372.4000,2.696E+02
372.5000,2.689E+02
372.6000,2.682E+02
372.7000,2.675E+02
372.8000,2.669E+02
372.9000,2.661E+02
373.0000,2.654E+02
373.1000,2.647E+02
373.2000,2.642E+02
373.3000,2.638E+02
373.4000,2.635E+02
373.5000,2.632E+02
373.6000,2.629E+02
373.7000,2.627E+02
373.8000,2.625E+02
373.9000,2.624E+02
374.0000,2.623E+02
374.1000,2.621E+02
374.2000,2.618E+02
374.3000,2.613E+02
374.4000,2.607E+02
374.5000,2.601E+02
374.6000,2.594E+02
374.7000,2.586E+02
374.8000,2.577E+02
374.9000,2.569E+02
375.0000,2.560E+02
375.1000,2.552E+02
375.2000,2.544E+02
375.3000,2.536E+02
375.4000,2.529E+02
375.5000,2.523E+02
375.6000,2.517E+02
375.7000,2.512E+02
375.8000,2.507E+02
375.9000,2.502E+02
376.0000,2.497E+02
376.1000,2.493E+02
376.2000,2.488E+02
376.3000,2.483E+02
376.4000,2.478E+02
376.5000,2.473E+02
376.6000,2.468E+02
376.7000,2.463E+02
376.8000,2.459E+02
376.9000,2.455E+02
377.0000,2.451E+02
377.1000,2.448E+02
377.2000,2.446E+02
377.3000,2.443E+02
377.4000,2.439E+02
377.5000,2.436E+02
377.6000,2.433E+02
377.7000,2.433E+02
377.8000,2.433E+02
377.9000,2.433E+02
378.0000,2.434E+02
378.1000,2.435E+02
378.2000,2.434E+02
378.3000,2.432E+02
378.4000,2.430E+02
378.5000,2.427E+02
378.6000,2.423E+02
378.7000,2.419E+02
378.8000,2.415E+02
378.9000,2.411E+02
379.0000,2.406E+02
379.1000,2.402E+02
379.2000,2.397E+02
379.3000,2.391E+02
379.4000,2.383E+02
379.5000,2.376E+02
379.6000,2.368E+02
379.7000,2.360E+02
379.8000,2.353E+02
379.9000,2.346E+02
380.0000,2.340E+02
380.1000,2.335E+02
380.2000,2.330E+02
380.3000,2.326E+02
380.4000,2.322E+02
380.5000,2.319E+02
380.6000,2.317E+02
380.7000,2.314E+02
380.8000,2.312E+02
380.9000,2.309E+02
381.0000,2.307E+02
381.1000,2.304E+02
381.2000,2.301E+02
381.3000,2.300E+02
381.4000,2.299E+02
381.5000,2.299E+02
381.6000,2.299E+02
381.7000,2.298E+02
381.8000,2.298E+02
381.9000,2.297E+02
382.0000,2.297E+02
382.1000,2.299E+02
382.2000,2.301E+02
382.3000,2.303E+02
382.4000,2.304E+02
382.5000,2.305E+02
382.6000,2.306E+02
382.7000,2.306E+02
382.8000,2.306E+02
382.9000,2.306E+02
383.0000,2.306E+02
383.1000,2.305E+02
383.2000,2.304E+02
383.3000,2.303E+02
383.4000,2.299E+02
383.5000,2.294E+02
383.6000,2.289E+02
383.7000,2.283E+02
383.8000,2.278E+02
383.9000,2.271E+02
384.0000,2.266E+02
384.1000,2.260E+02
384.2000,2.255E+02
384.3000,2.252E+02
384.4000,2.250E+02
384.5000,2.249E+02
384.6000,2.251E+02
384.7000,2.253E+02
384.8000,2.257E+02
384.9000,2.262E+02
385.0000,2.266E+02
385.1000,2.272E+02
385.2000,2.277E+02
385.3000,2.282E+02
385.4000,2.287E+02
385.5000,2.293E+02
385.6000,2.297E+02
385.7000,2.302E+02
385.8000,2.307E+02
385.9000,2.311E+02
386.0000,2.316E+02
386.1000,2.321E+02
386.2000,2.325E+02
386.3000,2.329E+02
386.4000,2.333E+02
386.5000,2.336E+02
386.6000,2.337E+02
386.7000,2.336E+02
386.8000,2.334E+02
386.9000,2.333E+02
387.0000,2.333E+02
387.1000,2.334E+02
387.2000,2.335E+02
387.3000,2.336E+02
387.4000,2.337E+02
387.5000,2.337E+02
387.6000,2.336E+02
387.7000,2.334E+02
387.8000,2.332E+02
387.9000,2.330E+02
388.0000,2.329E+02
388.1000,2.327E+02
388.2000,2.326E+02
388.3000,2.324E+02
388.4000,2.323E+02
388.5000,2.322E+02
388.6000,2.322E+02
388.7000,2.323E+02
388.8000,2.326E+02
388.9000,2.329E+02
389.0000,2.331E+02
389.1000,2.334E+02
389.2000,2.337E+02
389.3000,2.341E+02
389.4000,2.345E+02
389.5000,2.349E+02
389.6000,2.353E+02
389.7000,2.357E+02
389.8000,2.362E+02
389.9000,2.367E+02
390.0000,2.372E+02
390.1000,2.377E+02
390.2000,2.381E+02
390.3000,2.384E+02
390.4000,2.386E+02
390.5000,2.388E+02
390.6000,2.389E+02
390.7000,2.391E+02
390.8000,2.393E+02
390.9000,2.395E+02
391.0000,2.397E+02
391.1000,2.400E+02
391.2000,2.404E+02
391.3000,2.407E+02
391.4000,2.410E+02
391.5000,2.413E+02
391.6000,2.414E+02
391.7000,2.414E+02
391.8000,2.412E+02
391.9000,2.410E+02
392.0000,2.407E+02
392.1000,2.404E+02
392.2000,2.402E+02
392.3000,2.400E+02
392.4000,2.400E+02
392.5000,2.400E+02
392.6000,2.401E+02
392.7000,2.404E+02
392.8000,2.406E+02
392.9000,2.409E+02
393.0000,2.412E+02
393.1000,2.416E+02
393.2000,2.421E+02
393.3000,2.427E+02
393.4000,2.433E+02
393.5000,2.439E+02
393.6000,2.445E+02
393.7000,2.449E+02
393.8000,2.454E+02
393.9000,2.459E+02
394.0000,2.464E+02
394.1000,2.468E+02
394.2000,2.472E+02
394.3000,2.474E+02
394.4000,2.478E+02
394.5000,2.484E+02
394.6000,2.491E+02
394.7000,2.500E+02
394.8000,2.510E+02
394.9000,2.518E+02
395.0000,2.526E+02
395.1000,2.533E+02
395.2000,2.539E+02
395.3000,2.543E+02
395.4000,2.546E+02
395.5000,2.547E+02
395.6000,2.548E+02
395.7000,2.547E+02
395.8000,2.544E+02
395.9000,2.540E+02
396.0000,2.536E+02
396.1000,2.532E+02
396.2000,2.529E+02
396.3000,2.527E+02
396.4000,2.526E+02
396.5000,2.524E+02
396.6000,2.523E+02
396.7000,2.523E+02
396.8000,2.522E+02
396.9000,2.522E+02
397.0000,2.522E+02
397.1000,2.523E+02
397.2000,2.525E+02
397.3000,2.528E+02
397.4000,2.532E+02
397.5000,2.537E+02
397.6000,2.542E+02
397.7000,2.548E+02
397.8000,2.554E+02
397.9000,2.562E+02
398.0000,2.571E+02
398.1000,2.580E+02
398.2000,2.588E+02
398.3000,2.597E+02
398.4000,2.606E+02
398.5000,2.617E+02
398.6000,2.630E+02
398.7000,2.644E+02
398.8000,2.659E+02
398.9000,2.672E+02
399.0000,2.681E+02
399.1000,2.689E+02
399.2000,2.695E+02
399.3000,2.698E+02
399.4000,2.701E+02
399.5000,2.702E+02
399.6000,2.701E+02
399.7000,2.699E+02
399.8000,2.695E+02
399.9000,2.692E+02
400.0000,2.688E+02
400.1000,2.685E+02
400.2000,2.683E+02
400.3000,2.680E+02
400.4000,2.679E+02
400.5000,2.677E+02
400.6000,2.676E+02
400.7000,2.674E+02
400.8000,2.673E+02
400.9000,2.673E+02
401.0000,2.673E+02
401.1000,2.675E+02
401.2000,2.677E+02
401.3000,2.681E+02
401.4000,2.686E+02
401.5000,2.692E+02
401.6000,2.699E+02
401.7000,2.705E+02
401.8000,2.712E+02
401.9000,2.720E+02
402.0000,2.730E+02
402.1000,2.742E+02
402.2000,2.756E+02
402.3000,2.770E+02
402.4000,2.786E+02
402.5000,2.804E+02
402.6000,2.822E+02
402.7000,2.840E+02
402.8000,2.860E+02
402.9000,2.879E+02
403.0000,2.898E+02
403.1000,2.914E+02
403.2000,2.927E+02
403.3000,2.938E+02
403.4000,2.946E+02
403.5000,2.952E+02
403.6000,2.954E+02
403.7000,2.956E+02
403.8000,2.956E+02
403.9000,2.957E+02
404.0000,2.957E+02
404.1000,2.957E+02
404.2000,2.956E+02
404.3000,2.955E+02
404.4000,2.954E+02
404.5000,2.954E+02
404.6000,2.955E+02
404.7000,2.956E+02
404.8000,2.957E+02
404.9000,2.956E+02
405.0000,2.956E+02
405.1000,2.959E+02
405.2000,2.962E+02
405.3000,2.964E+02
405.4000,2.968E+02
405.5000,2.971E+02
405.6000,2.976E+02
405.7000,2.983E+02
405.8000,2.992E+02
405.9000,3.002E+02
406.0000,3.014E+02
406.1000,3.028E+02
406.2000,3.044E+02
406.3000,3.060E+02
406.4000,3.079E+02
406.5000,3.099E+02
406.6000,3.120E+02
406.7000,3.141E+02
406.8000,3.160E+02
406.9000,3.178E+02
407.0000,3.192E+02
407.1000,3.202E+02
407.2000,3.208E+02
407.3000,3.211E+02
407.4000,3.212E+02
407.5000,3.211E+02
407.6000,3.209E+02
407.7000,3.206E+02
407.8000,3.203E+02
407.9000,3.202E+02
408.0000,3.201E+02
408.1000,3.202E+02
408.2000,3.205E+02
408.3000,3.209E+02
408.4000,3.211E+02
408.5000,3.211E+02
408.6000,3.211E+02
408.7000,3.211E+02
408.8000,3.212E+02
408.9000,3.213E+02
409.0000,3.215E+02
409.1000,3.222E+02
409.2000,3.231E+02
409.3000,3.242E+02
409.4000,3.253E+02
409.5000,3.264E+02
409.6000,3.278E+02
409.7000,3.292E+02
409.8000,3.309E+02
409.9000,3.327E+02
410.0000,3.345E+02
410.1000,3.364E+02
410.2000,3.384E+02
410.3000,3.401E+02
410.4000,3.417E+02
410.5000,3.431E+02
410.6000,3.442E+02
410.7000,3.450E+02
410.8000,3.456E+02
410.9000,3.460E+02
411.0000,3.461E+02
411.1000,3.460E+02
411.2000,3.457E+02
411.3000,3.452E+02
411.4000,3.447E+02
411.5000,3.442E+02
411.6000,3.437E+02
411.7000,3.433E+02
411.8000,3.428E+02
411.9000,3.425E+02
412.0000,3.423E+02
412.1000,3.423E+02
412.2000,3.425E+02
412.3000,3.426E+02
412.4000,3.429E+02
412.5000,3.433E+02
412.6000,3.438E+02
412.7000,3.444E+02
412.8000,3.451E+02
412.9000,3.458E+02
413.0000,3.465E+02
413.1000,3.473E+02
413.2000,3.481E+02
413.3000,3.490E+02
413.4000,3.501E+02
413.5000,3.514E+02
413.6000,3.528E+02
413.7000,3.540E+02
413.8000,3.553E+02
413.9000,3.567E+02
414.0000,3.579E+02
414.1000,3.590E+02
414.2000,3.598E+02
414.3000,3.603E+02
414.4000,3.604E+02
414.5000,3.602E+02
414.6000,3.599E+02
414.7000,3.594E+02
414.8000,3.590E+02
414.9000,3.586E+02
415.0000,3.580E+02
415.1000,3.572E+02
415.2000,3.563E+02
415.3000,3.556E+02
415.4000,3.550E+02
415.5000,3.546E+02
415.6000,3.544E+02
415.7000,3.543E+02
415.8000,3.543E+02
415.9000,3.542E+02
416.0000,3.541E+02
416.1000,3.540E+02
416.2000,3.539E+02
416.3000,3.538E+02
416.4000,3.536E+02
416.5000,3.534E+02
416.6000,3.532E+02
416.7000,3.531E+02
416.8000,3.533E+02
416.9000,3.537E+02
417.0000,3.542E+02
417.1000,3.548E+02
417.2000,3.552E+02
417.3000,3.555E+02
417.4000,3.557E+02
417.5000,3.559E+02
417.6000,3.559E+02
417.7000,3.559E+02
417.8000,3.556E+02
417.9000,3.553E+02
418.0000,3.549E+02
418.1000,3.543E+02
418.2000,3.536E+02
418.3000,3.529E+02
418.4000,3.524E+02
418.5000,3.519E+02
418.6000,3.514E+02
418.7000,3.510E+02
418.8000,3.505E+02
418.9000,3.500E+02
419.0000,3.495E+02
419.1000,3.489E+02
419.2000,3.483E+02
419.3000,3.476E+02
419.4000,3.468E+02
419.5000,3.460E+02
419.6000,3.451E+02
419.7000,3.444E+02
419.8000,3.438E+02
419.9000,3.436E+02
420.0000,3.435E+02
420.1000,3.434E+02
420.2000,3.434E+02
420.3000,3.433E+02
420.4000,3.432E+02
420.5000,3.433E+02
420.6000,3.435E+02
420.7000,3.437E+02
420.8000,3.439E+02
420.9000,3.440E+02
421.0000,3.439E+02
421.1000,3.437E+02
421.2000,3.434E+02
421.3000,3.432E+02
421.4000,3.430E+02
421.5000,3.426E+02
421.6000,3.422E+02
421.7000,3.418E+02
421.8000,3.413E+02
421.9000,3.407E+02
422.0000,3.400E+02
422.1000,3.395E+02
422.2000,3.389E+02
422.3000,3.383E+02
422.4000,3.377E+02
422.5000,3.370E+02
422.6000,3.364E+02
422.7000,3.357E+02
422.8000,3.349E+02
422.9000,3.342E+02
423.0000,3.334E+02
423.1000,3.326E+02
423.2000,3.316E+02
423.3000,3.306E+02
423.4000,3.297E+02
423.5000,3.291E+02
423.6000,3.286E+02
423.7000,3.283E+02
423.8000,3.281E+02
423.9000,3.280E+02
424.0000,3.280E+02
424.1000,3.280E+02
424.2000,3.281E+02
424.3000,3.281E+02
424.4000,3.282E+02
424.5000,3.281E+02
424.6000,3.279E+02
424.7000,3.274E+02
424.8000,3.267E+02
424.9000,3.259E+02
425.0000,3.252E+02
425.1000,3.245E+02
425.2000,3.237E+02
425.3000,3.229E+02
425.4000,3.221E+02
425.5000,3.212E+02
425.6000,3.203E+02
425.7000,3.193E+02
425.8000,3.183E+02
425.9000,3.173E+02
426.0000,3.164E+02
426.1000,3.155E+02
426.2000,3.147E+02
426.3000,3.139E+02
426.4000,3.132E+02
426.5000,3.125E+02
426.6000,3.116E+02
426.7000,3.107E+02
426.8000,3.097E+02
426.9000,3.087E+02
427.0000,3.077E+02
427.1000,3.068E+02
427.2000,3.059E+02
427.3000,3.051E+02
427.4000,3.045E+02
427.5000,3.040E+02
427.6000,3.036E+02
427.7000,3.033E+02
427.8000,3.032E+02
427.9000,3.030E+02
428.0000,3.027E+02
428.1000,3.023E+02
428.2000,3.018E+02
428.3000,3.013E+02
428.4000,3.007E+02
428.5000,2.999E+02
428.6000,2.991E+02
428.7000,2.983E+02
428.8000,2.975E+02
428.9000,2.968E+02
429.0000,2.960E+02
429.1000,2.953E+02
429.2000,2.944E+02
429.3000,2.935E+02
429.4000,2.924E+02
429.5000,2.914E+02
429.6000,2.903E+02
429.7000,2.892E+02
429.8000,2.882E+02
429.9000,2.874E+02
430.0000,2.865E+02
430.1000,2.856E+02
430.2000,2.848E+02
430.3000,2.841E+02
430.4000,2.834E+02
430.5000,2.827E+02
430.6000,2.820E+02
430.7000,2.812E+02
430.8000,2.803E+02
430.9000,2.794E+02
431.0000,2.786E+02
431.1000,2.778E+02
431.2000,2.771E+02
431.3000,2.766E+02
431.4000,2.762E+02
431.5000,2.758E+02
431.6000,2.753E+02
431.7000,2.748E+02
431.8000,2.742E+02
431.9000,2.736E+02
432.0000,2.729E+02
432.1000,2.723E+02
432.2000,2.719E+02
432.3000,2.713E+02
432.4000,2.706E+02
432.5000,2.700E+02
432.6000,2.694E+02
432.7000,2.688E+02
432.8000,2.682E+02
432.9000,2.677E+02
433.0000,2.670E+02
433.1000,2.664E+02
433.2000,2.657E+02
433.3000,2.650E+02
433.4000,2.644E+02
433.5000,2.637E+02
433.6000,2.631E+02
433.7000,2.626E+02
433.8000,2.621E+02
433.9000,2.615E+02
434.0000,2.609E+02
434.1000,2.604E+02
434.2000,2.598E+02
434.3000,2.592E+02
434.4000,2.584E+02
434.5000,2.577E+02
434.6000,2.569E+02
434.7000,2.559E+02
434.8000,2.549E+02
434.9000,2.540E+02
435.0000,2.532E+02
435.1000,2.524E+02
435.2000,2.517E+02
435.3000,2.510E+02
435.4000,2.504E+02
435.5000,2.498E+02
435.6000,2.493E+02
435.7000,2.487E+02
435.8000,2.481E+02
435.9000,2.475E+02
436.0000,2.469E+02
436.1000,2.465E+02
436.2000,2.460E+02
436.3000,2.456E+02
436.4000,2.450E+02
436.5000,2.443E+02
436.6000,2.436E+02
436.7000,2.430E+02
436.8000,2.425E+02
436.9000,2.422E+02
437.0000,2.420E+02
437.1000,2.417E+02
437.2000,2.413E+02
437.3000,2.408E+02
437.4000,2.403E+02
437.5000,2.399E+02
437.6000,2.394E+02
437.7000,2.390E+02
437.8000,2.385E+02
437.9000,2.381E+02
438.0000,2.376E+02
438.1000,2.372E+02
438.2000,2.369E+02
438.3000,2.366E+02
438.4000,2.363E+02
438.5000,2.360E+02
438.6000,2.355E+02
438.7000,2.351E+02
438.8000,2.345E+02
438.9000,2.339E+02
439.0000,2.332E+02
439.1000,2.326E+02
439.2000,2.319E+02
439.3000,2.313E+02
439.4000,2.308E+02
439.5000,2.304E+02
439.6000,2.300E+02
439.7000,2.298E+02
439.8000,2.296E+02
439.9000,2.294E+02
440.0000,2.292E+02
440.1000,2.291E+02
440.2000,2.290E+02
440.3000,2.290E+02
440.4000,2.289E+02
440.5000,2.287E+02
440.6000,2.283E+02
440.7000,2.278E+02
440.8000,2.274E+02
440.9000,2.270E+02
441.0000,2.268E+02
441.1000,2.267E+02
441.2000,2.266E+02
441.3000,2.265E+02
441.4000,2.263E+02
441.5000,2.260E+02
441.6000,2.257E+02
441.7000,2.254E+02
441.8000,2.252E+02
441.9000,2.250E+02
442.0000,2.247E+02
442.1000,2.243E+02
442.2000,2.239E+02
442.3000,2.235E+02
442.4000,2.230E+02
442.5000,2.225E+02
442.6000,2.221E+02
442.7000,2.217E+02
442.8000,2.213E+02
442.9000,2.208E+02
443.0000,2.205E+02
443.1000,2.201E+02
443.2000,2.198E+02
443.3000,2.196E+02
443.4000,2.194E+02
443.5000,2.192E+02
443.6000,2.190E+02
443.7000,2.189E+02
443.8000,2.187E+02
443.9000,2.185E+02
444.0000,2.184E+02
444.1000,2.182E+02
444.2000,2.181E+02
444.3000,2.181E+02
444.4000,2.182E+02
444.5000,2.182E+02
444.6000,2.182E+02
444.7000,2.182E+02
444.8000,2.182E+02
444.9000,2.182E+02
445.0000,2.182E+02
445.1000,2.183E+02
445.2000,2.184E+02
445.3000,2.184E+02
445.4000,2.185E+02
445.5000,2.185E+02
445.6000,2.185E+02
445.7000,2.185E+02
445.8000,2.183E+02
445.9000,2.181E+02
446.0000,2.177E+02
446.1000,2.173E+02
446.2000,2.169E+02
446.3000,2.165E+02
446.4000,2.159E+02
446.5000,2.152E+02
446.6000,2.145E+02
446.7000,2.137E+02
446.8000,2.129E+02
446.9000,2.121E+02
447.0000,2.114E+02
447.1000,2.107E+02
447.2000,2.100E+02
447.3000,2.094E+02
447.4000,2.089E+02
447.5000,2.084E+02
447.6000,2.080E+02
447.7000,2.077E+02
447.8000,2.075E+02
447.9000,2.074E+02
448.0000,2.073E+02
448.1000,2.072E+02
448.2000,2.071E+02
448.3000,2.069E+02
448.4000,2.067E+02
448.5000,2.065E+02
448.6000,2.064E+02
448.7000,2.063E+02
448.8000,2.064E+02
448.9000,2.065E+02
449.0000,2.067E+02
449.1000,2.068E+02
449.2000,2.068E+02
449.3000,2.069E+02
449.4000,2.068E+02
449.5000,2.068E+02
449.6000,2.066E+02
449.7000,2.065E+02
449.8000,2.065E+02
449.9000,2.064E+02
450.0000,2.062E+02
450.1000,2.059E+02
450.2000,2.056E+02
450.3000,2.051E+02
450.4000,2.046E+02
450.5000,2.041E+02
450.6000,2.036E+02
450.7000,2.031E+02
450.8000,2.025E+02
450.9000,2.019E+02
451.0000,2.012E+02
451.1000,2.005E+02
451.2000,1.998E+02
451.3000,1.991E+02
451.4000,1.983E+02
451.5000,1.975E+02
451.6000,1.967E+02
451.7000,1.960E+02
451.8000,1.953E+02
451.9000,1.947E+02
452.0000,1.941E+02
452.1000,1.936E+02
452.2000,1.931E+02
452.3000,1.926E+02
452.4000,1.922E+02
452.5000,1.919E+02
452.6000,1.916E+02
452.7000,1.914E+02
452.8000,1.912E+02
452.9000,1.910E+02
453.0000,1.910E+02
453.1000,1.911E+02
453.2000,1.913E+02
453.3000,1.915E+02
453.4000,1.918E+02
453.5000,1.920E+02
453.6000,1.923E+02
453.7000,1.925E+02
453.8000,1.927E+02
453.9000,1.928E+02
454.0000,1.929E+02
454.1000,1.929E+02
454.2000,1.929E+02
454.3000,1.928E+02
454.4000,1.927E+02
454.5000,1.926E+02
454.6000,1.924E+02
454.7000,1.922E+02
454.8000,1.920E+02
454.9000,1.916E+02
455.0000,1.913E+02
455.1000,1.909E+02
455.2000,1.905E+02
455.3000,1.901E+02
455.4000,1.896E+02
455.5000,1.892E+02
455.6000,1.887E+02
455.7000,1.881E+02
455.8000,1.876E+02
455.9000,1.870E+02
456.0000,1.865E+02
456.1000,1.859E+02
456.2000,1.853E+02
456.3000,1.848E+02
456.4000,1.843E+02
456.5000,1.839E+02
456.6000,1.835E+02
456.7000,1.832E+02
456.8000,1.828E+02
456.9000,1.825E+02
457.0000,1.823E+02
457.1000,1.821E+02
457.2000,1.820E+02
457.3000,1.820E+02
457.4000,1.820E+02
457.5000,1.821E+02
457.6000,1.821E+02
457.7000,1.822E+02
457.8000,1.824E+02
457.9000,1.826E+02
458.0000,1.827E+02
458.1000,1.828E+02
458.2000,1.828E+02
458.3000,1.829E+02
458.4000,1.830E+02
458.5000,1.830E+02
458.6000,1.832E+02
458.7000,1.833E+02
458.8000,1.833E+02
458.9000,1.833E+02
459.0000,1.832E+02
459.1000,1.830E+02
459.2000,1.826E+02
459.3000,1.822E+02
459.4000,1.817E+02
459.5000,1.813E+02
459.6000,1.808E+02
459.7000,1.803E+02
459.8000,1.798E+02
459.9000,1.794E+02
460.0000,1.790E+02
460.1000,1.786E+02
460.2000,1.782E+02
460.3000,1.778E+02
460.4000,1.773E+02
460.5000,1.769E+02
460.6000,1.765E+02
460.7000,1.762E+02
460.8000,1.760E+02
460.9000,1.759E+02
461.0000,1.758E+02
461.1000,1.757E+02
461.2000,1.756E+02
461.3000,1.754E+02
461.4000,1.752E+02
461.5000,1.751E+02
461.6000,1.751E+02
461.7000,1.752E+02
461.8000,1.752E+02
461.9000,1.753E+02
462.0000,1.754E+02
462.1000,1.756E+02
462.2000,1.757E+02
462.3000,1.760E+02
462.4000,1.763E+02
462.5000,1.767E+02
462.6000,1.772E+02
462.7000,1.776E+02
462.8000,1.780E+02
462.9000,1.783E+02
463.0000,1.786E+02
463.1000,1.787E+02
463.2000,1.788E+02
463.3000,1.789E+02
463.4000,1.789E+02
463.5000,1.788E+02
463.6000,1.786E+02
463.7000,1.783E+02
463.8000,1.780E+02
463.9000,1.776E+02
464.0000,1.772E+02
464.1000,1.768E+02
464.2000,1.763E+02
464.3000,1.757E+02
464.4000,1.751E+02
464.5000,1.745E+02
464.6000,1.739E+02
464.7000,1.733E+02
464.8000,1.727E+02
464.9000,1.722E+02
465.0000,1.717E+02
465.1000,1.712E+02
465.2000,1.708E+02
465.3000,1.705E+02
465.4000,1.703E+02
465.5000,1.701E+02
465.6000,1.699E+02
465.7000,1.697E+02
465.8000,1.695E+02
465.9000,1.694E+02
466.0000,1.694E+02
466.1000,1.695E+02
466.2000,1.697E+02
466.3000,1.699E+02
466.4000,1.701E+02
466.5000,1.703E+02
466.6000,1.705E+02
466.7000,1.707E+02
466.8000,1.709E+02
466.9000,1.711E+02
467.0000,1.714E+02
467.1000,1.716E+02
467.2000,1.718E+02
