Time (s),GenTq

0.0000,1.234E+01
0.1000,1.231E+01
0.2000,1.227E+01
0.3000,1.223E+01
0.4000,1.219E+01
0.5000,1.215E+01
0.6000,1.212E+01
0.7000,1.209E+01
0.8000,1.206E+01
0.9000,1.205E+01
1.0000,1.203E+01
1.1000,1.201E+01
1.2000,1.199E+01
1.3000,1.196E+01
1.4000,1.193E+01
1.5000,1.190E+01
1.6000,1.187E+01
1.7000,1.184E+01
1.8000,1.182E+01
1.9000,1.180E+01
2.0000,1.179E+01
2.1000,1.177E+01
2.2000,1.174E+01
2.3000,1.171E+01
2.4000,1.167E+01
2.5000,1.164E+01
2.6000,1.159E+01
2.7000,1.155E+01
2.8000,1.151E+01
2.9000,1.147E+01
3.0000,1.143E+01
3.1000,1.139E+01
3.2000,1.135E+01
3.3000,1.132E+01
3.4000,1.129E+01
3.5000,1.126E+01
3.6000,1.124E+01
3.7000,1.122E+01
3.8000,1.120E+01
3.9000,1.118E+01
4.0000,1.116E+01
4.1000,1.113E+01
4.2000,1.110E+01
4.3000,1.107E+01
4.4000,1.105E+01
4.5000,1.103E+01
4.6000,1.101E+01
4.7000,1.100E+01
4.8000,1.098E+01
4.9000,1.096E+01
5.0000,1.093E+01
5.1000,1.090E+01
5.2000,1.087E+01
5.3000,1.084E+01
5.4000,1.080E+01
5.5000,1.076E+01
5.6000,1.072E+01
5.7000,1.069E+01
5.8000,1.065E+01
5.9000,1.061E+01
6.0000,1.058E+01
6.1000,1.054E+01
6.2000,1.051E+01
6.3000,1.048E+01
6.4000,1.045E+01
6.5000,1.043E+01
6.6000,1.041E+01
6.7000,1.039E+01
6.8000,1.037E+01
6.9000,1.035E+01
7.0000,1.032E+01
7.1000,1.030E+01
7.2000,1.027E+01
7.3000,1.024E+01
7.4000,1.022E+01
7.5000,1.020E+01
7.6000,1.018E+01
7.7000,1.016E+01
7.8000,1.013E+01
7.9000,1.011E+01
8.0000,1.008E+01
8.1000,1.005E+01
8.2000,1.002E+01
8.3000,9.987E+00
8.4000,9.951E+00
8.5000,9.914E+00
8.6000,9.882E+00
8.7000,9.854E+00
8.8000,9.828E+00
8.9000,9.803E+00
9.0000,9.778E+00
9.1000,9.752E+00
9.2000,9.725E+00
9.3000,9.697E+00
9.4000,9.671E+00
9.5000,9.649E+00
9.6000,9.628E+00
9.7000,9.608E+00
9.8000,9.588E+00
9.9000,9.570E+00
10.0000,9.552E+00
10.1000,9.535E+00
10.2000,9.518E+00
10.3000,9.501E+00
10.4000,9.486E+00
10.5000,9.473E+00
10.6000,9.464E+00
10.7000,9.454E+00
10.8000,9.441E+00
10.9000,9.423E+00
11.0000,9.402E+00
11.1000,9.379E+00
11.2000,9.353E+00
11.3000,9.324E+00
11.4000,9.294E+00
11.5000,9.264E+00
11.6000,9.234E+00
11.7000,9.207E+00
11.8000,9.183E+00
11.9000,9.161E+00
12.0000,9.142E+00
12.1000,9.125E+00
12.2000,9.107E+00
12.3000,9.089E+00
12.4000,9.074E+00
12.5000,9.062E+00
12.6000,9.050E+00
12.7000,9.039E+00
12.8000,9.030E+00
12.9000,9.026E+00
13.0000,9.023E+00
13.1000,9.019E+00
13.2000,9.017E+00
13.3000,9.015E+00
13.4000,9.012E+00
13.5000,9.008E+00
13.6000,9.008E+00
13.7000,9.009E+00
13.8000,9.009E+00
13.9000,9.006E+00
14.0000,9.000E+00
14.1000,8.993E+00
14.2000,8.983E+00
14.3000,8.970E+00
14.4000,8.954E+00
14.5000,8.939E+00
14.6000,8.924E+00
14.7000,8.911E+00
14.8000,8.899E+00
14.9000,8.889E+00
15.0000,8.883E+00
15.1000,8.881E+00
15.2000,8.879E+00
15.3000,8.874E+00
15.4000,8.866E+00
15.5000,8.859E+00
15.6000,8.856E+00
15.7000,8.854E+00
15.8000,8.853E+00
15.9000,8.855E+00
16.0000,8.860E+00
16.1000,8.869E+00
16.2000,8.880E+00
16.3000,8.893E+00
16.4000,8.903E+00
16.5000,8.912E+00
16.6000,8.920E+00
16.7000,8.930E+00
16.8000,8.945E+00
16.9000,8.962E+00
17.0000,8.973E+00
17.1000,8.980E+00
17.2000,8.983E+00
17.3000,8.983E+00
17.4000,8.984E+00
17.5000,8.985E+00
17.6000,8.988E+00
17.7000,8.990E+00
17.8000,8.993E+00
17.9000,8.996E+00
18.0000,9.000E+00
18.1000,9.005E+00
18.2000,9.012E+00
18.3000,9.020E+00
18.4000,9.029E+00
18.5000,9.041E+00
18.6000,9.055E+00
18.7000,9.071E+00
18.8000,9.088E+00
18.9000,9.107E+00
19.0000,9.127E+00
19.1000,9.147E+00
19.2000,9.169E+00
19.3000,9.191E+00
19.4000,9.214E+00
19.5000,9.234E+00
19.6000,9.253E+00
19.7000,9.270E+00
19.8000,9.290E+00
19.9000,9.314E+00
20.0000,9.337E+00
20.1000,9.357E+00
20.2000,9.377E+00
20.3000,9.395E+00
20.4000,9.410E+00
20.5000,9.422E+00
20.6000,9.432E+00
20.7000,9.442E+00
20.8000,9.457E+00
20.9000,9.476E+00
21.0000,9.495E+00
21.1000,9.512E+00
21.2000,9.524E+00
21.3000,9.536E+00
21.4000,9.550E+00
21.5000,9.566E+00
21.6000,9.587E+00
21.7000,9.610E+00
21.8000,9.636E+00
21.9000,9.663E+00
22.0000,9.695E+00
22.1000,9.730E+00
22.2000,9.769E+00
22.3000,9.811E+00
22.4000,9.852E+00
22.5000,9.892E+00
22.6000,9.931E+00
22.7000,9.969E+00
22.8000,1.001E+01
22.9000,1.005E+01
23.0000,1.008E+01
23.1000,1.012E+01
23.2000,1.015E+01
23.3000,1.019E+01
23.4000,1.021E+01
23.5000,1.023E+01
23.6000,1.024E+01
23.7000,1.026E+01
23.8000,1.028E+01
23.9000,1.030E+01
24.0000,1.033E+01
24.1000,1.035E+01
24.2000,1.037E+01
24.3000,1.039E+01
24.4000,1.041E+01
24.5000,1.043E+01
24.6000,1.045E+01
24.7000,1.047E+01
24.8000,1.049E+01
24.9000,1.052E+01
25.0000,1.056E+01
25.1000,1.060E+01
25.2000,1.065E+01
25.3000,1.069E+01
25.4000,1.074E+01
25.5000,1.077E+01
25.6000,1.081E+01
25.7000,1.085E+01
25.8000,1.088E+01
25.9000,1.091E+01
26.0000,1.095E+01
26.1000,1.098E+01
26.2000,1.101E+01
26.3000,1.102E+01
26.4000,1.104E+01
26.5000,1.105E+01
26.6000,1.107E+01
26.7000,1.109E+01
26.8000,1.111E+01
26.9000,1.113E+01
27.0000,1.116E+01
27.1000,1.119E+01
27.2000,1.122E+01
27.3000,1.123E+01
27.4000,1.125E+01
27.5000,1.127E+01
27.6000,1.129E+01
27.7000,1.130E+01
27.8000,1.133E+01
27.9000,1.135E+01
28.0000,1.137E+01
28.1000,1.139E+01
28.2000,1.142E+01
28.3000,1.144E+01
28.4000,1.146E+01
28.5000,1.148E+01
28.6000,1.151E+01
28.7000,1.155E+01
28.8000,1.160E+01
28.9000,1.163E+01
29.0000,1.165E+01
29.1000,1.166E+01
29.2000,1.167E+01
29.3000,1.168E+01
29.4000,1.168E+01
29.5000,1.168E+01
29.6000,1.169E+01
29.7000,1.169E+01
29.8000,1.170E+01
29.9000,1.171E+01
30.0000,1.172E+01
30.1000,1.172E+01
30.2000,1.173E+01
30.3000,1.173E+01
30.4000,1.174E+01
30.5000,1.175E+01
30.6000,1.176E+01
30.7000,1.178E+01
30.8000,1.178E+01
30.9000,1.179E+01
31.0000,1.180E+01
31.1000,1.181E+01
31.2000,1.183E+01
31.3000,1.185E+01
31.4000,1.188E+01
31.5000,1.190E+01
31.6000,1.192E+01
31.7000,1.194E+01
31.8000,1.195E+01
31.9000,1.195E+01
32.0000,1.194E+01
32.1000,1.194E+01
32.2000,1.193E+01
32.3000,1.192E+01
32.4000,1.192E+01
32.5000,1.193E+01
32.6000,1.193E+01
32.7000,1.193E+01
32.8000,1.193E+01
32.9000,1.192E+01
33.0000,1.191E+01
33.1000,1.190E+01
33.2000,1.190E+01
33.3000,1.190E+01
33.4000,1.191E+01
33.5000,1.191E+01
33.6000,1.192E+01
