
Predictions were generated on 14-Apr-2026 at 19:50:31 using FAST.Farm, compiled on Jan 27 2026 at 22:54:51 as a 64-bit application using single precision at commit v4.2.0
 linked with  NWTC Subroutine Library

Description from the FAST.Farm input file: FAST.Farm input file, using two turbines separated by 3D downstream and an offset of 30m, with a turbulent inflow given by one turbsim box

Time                	RtVRelT1            	RtVRelT2            	RtVRelT3            	RtVRelT4            	RtVRelT5            	RtVRelT6            	RtVRelT7            	RtVRelT8            	RtVRelT9            	YawErrT1            	YawErrT2            	YawErrT3            	YawErrT4            	YawErrT5            	YawErrT6            	YawErrT7            	YawErrT8            	YawErrT9            	RtCtAvgT1           	RtCtAvgT2           	RtCtAvgT3           	RtCtAvgT4           	RtCtAvgT5           	RtCtAvgT6           	RtCtAvgT7           	RtCtAvgT8           	RtCtAvgT9           	RtSkewT1            	RtSkewT2            	RtSkewT3            	RtSkewT4            	RtSkewT5            	RtSkewT6            	RtSkewT7            	RtSkewT8            	RtSkewT9            	RtPosXT1            	RtPosXT2            	RtPosXT3            	RtPosXT4            	RtPosXT5            	RtPosXT6            	RtPosXT7            	RtPosXT8            	RtPosXT9            	RtPosYT1            	RtPosYT2            	RtPosYT3            	RtPosYT4            	RtPosYT5            	RtPosYT6            	RtPosYT7            	RtPosYT8            	RtPosYT9            
(s)                 	(m/s)        	(m/s)        	(m/s)        	(m/s)        	(m/s)        	(m/s)        	(m/s)        	(m/s)        	(m/s)        	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	(-)          	(-)          	(-)          	(-)          	(-)          	(-)          	(-)          	(-)          	(-)          	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          	(m)          
   57.0000	 3.281E+00	 4.593E+00	 3.749E+00	 5.556E+00	 6.615E+00	 5.347E+00	 5.491E+00	 7.200E+00	 4.841E+00	 2.180E+00	 4.479E-01	 2.214E+00	 1.447E-01	 4.294E-01	 2.025E+00	 4.123E+00	 6.470E-01	 1.845E+00	 1.092E+00	 7.701E-01	 8.389E-01	 9.109E-01	 7.084E-01	 7.884E-01	 8.104E-01	 7.575E-01	 6.673E-01	 6.440E+00	 8.673E+00	 5.367E+00	 7.128E+00	 7.184E+00	 8.398E+00	 6.361E+00	 8.598E+00	 8.285E+00	 6.265E+02	 6.276E+02	 6.272E+02	-2.039E+00	-9.339E-01	-1.756E+00	-6.318E+02	-6.306E+02	-6.330E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   60.0000	 3.496E+00	 5.053E+00	 4.231E+00	 5.596E+00	 6.507E+00	 4.929E+00	 5.371E+00	 6.912E+00	 4.928E+00	 7.922E+00	-3.788E+00	-6.479E-01	-1.192E+00	-4.583E-01	 1.726E+00	 3.465E+00	-1.319E+00	 1.444E+00	 1.041E+00	 7.661E-01	 8.999E-01	 8.948E-01	 7.436E-01	 7.971E-01	 8.189E-01	 7.450E-01	 6.218E-01	 1.013E+01	 6.329E+00	 5.103E+00	 7.701E+00	 7.767E+00	 6.512E+00	 5.536E+00	 8.176E+00	 1.008E+01	 6.257E+02	 6.267E+02	 6.266E+02	-2.532E+00	-1.395E+00	-2.561E+00	-6.324E+02	-6.308E+02	-6.337E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   63.0000	 3.418E+00	 5.284E+00	 4.119E+00	 5.672E+00	 6.284E+00	 4.866E+00	 5.314E+00	 6.816E+00	 4.827E+00	 5.712E+00	-5.105E+00	 1.296E+00	-1.157E+00	-4.328E+00	-2.296E-01	 2.265E+00	-1.158E+00	 1.078E+00	 1.004E+00	 7.111E-01	 8.748E-01	 8.433E-01	 7.777E-01	 8.202E-01	 8.744E-01	 7.523E-01	 6.262E-01	 8.036E+00	 9.722E+00	 6.010E+00	 7.435E+00	 1.042E+01	 6.155E+00	 6.318E+00	 9.101E+00	 3.729E+00	 6.250E+02	 6.259E+02	 6.260E+02	-2.775E+00	-1.651E+00	-3.206E+00	-6.329E+02	-6.307E+02	-6.342E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   66.0000	 3.483E+00	 5.291E+00	 4.066E+00	 5.691E+00	 5.928E+00	 4.832E+00	 5.538E+00	 6.743E+00	 4.308E+00	 1.308E+00	-3.081E+00	-7.224E-01	 1.068E+00	-1.947E+00	-9.426E-01	 1.863E-01	 5.138E-02	 1.040E+00	 9.658E-01	 6.916E-01	 8.726E-01	 8.531E-01	 8.345E-01	 8.212E-01	 8.590E-01	 7.403E-01	 6.638E-01	 8.028E+00	 7.333E+00	 6.066E+00	 7.055E+00	 9.003E+00	 4.633E+00	 5.447E+00	 8.323E+00	 5.877E+00	 6.248E+02	 6.256E+02	 6.256E+02	-2.729E+00	-1.647E+00	-3.533E+00	-6.331E+02	-6.306E+02	-6.344E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   69.0000	 3.454E+00	 5.248E+00	 4.590E+00	 5.260E+00	 5.746E+00	 4.722E+00	 5.748E+00	 6.184E+00	 4.126E+00	 4.364E+00	 1.661E+00	-2.494E+00	 2.026E+00	-1.529E+00	 1.684E-01	 1.292E+00	 9.680E-01	 3.018E+00	 9.540E-01	 6.463E-01	 8.681E-01	 8.559E-01	 8.669E-01	 7.921E-01	 8.070E-01	 7.610E-01	 7.074E-01	 6.401E+00	 5.995E+00	 5.912E+00	 9.053E+00	 9.609E+00	 9.833E+00	 5.038E+00	 9.737E+00	 7.837E+00	 6.251E+02	 6.258E+02	 6.256E+02	-2.466E+00	-1.432E+00	-3.483E+00	-6.330E+02	-6.304E+02	-6.342E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   72.0000	 3.620E+00	 5.440E+00	 4.265E+00	 4.918E+00	 5.712E+00	 4.799E+00	 5.694E+00	 5.991E+00	 3.687E+00	 7.157E-01	 2.323E+00	-3.758E+00	 2.260E+00	-1.793E+00	 4.007E-02	 2.746E-01	-1.447E+00	-5.104E+00	 9.571E-01	 6.516E-01	 7.979E-01	 9.017E-01	 8.553E-01	 8.159E-01	 8.129E-01	 8.079E-01	 7.685E-01	 6.693E+00	 6.222E+00	 4.863E+00	 9.496E+00	 9.613E+00	 9.664E+00	 4.520E+00	 8.267E+00	 9.565E+00	 6.257E+02	 6.265E+02	 6.260E+02	-2.094E+00	-1.118E+00	-3.132E+00	-6.326E+02	-6.305E+02	-6.337E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   75.0000	 3.561E+00	 5.457E+00	 4.188E+00	 4.955E+00	 5.666E+00	 4.578E+00	 5.583E+00	 5.983E+00	 3.316E+00	 2.102E+00	-7.677E-01	 1.849E-01	 2.009E+00	-1.709E+00	-4.751E-02	-1.917E+00	-7.182E-01	-1.613E+00	 9.192E-01	 6.863E-01	 8.615E-01	 9.312E-01	 8.383E-01	 8.111E-01	 8.161E-01	 7.817E-01	 8.159E-01	 5.827E+00	 5.660E+00	 4.084E+00	 9.837E+00	 8.424E+00	 8.087E+00	 5.311E+00	 7.773E+00	 5.443E+00	 6.266E+02	 6.276E+02	 6.266E+02	-1.737E+00	-7.962E-01	-2.618E+00	-6.320E+02	-6.307E+02	-6.332E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   78.0000	 4.034E+00	 5.495E+00	 4.172E+00	 5.328E+00	 5.953E+00	 4.518E+00	 5.402E+00	 5.733E+00	 3.406E+00	-1.762E+00	 9.516E-01	-9.059E-01	 6.178E-01	-1.114E+00	 1.253E+00	-4.202E+00	 1.852E+00	-3.636E-01	 9.342E-01	 6.570E-01	 8.682E-01	 9.228E-01	 8.759E-01	 8.176E-01	 8.301E-01	 7.916E-01	 9.042E-01	 8.363E+00	 6.967E+00	 3.901E+00	 7.496E+00	 7.184E+00	 6.828E+00	 8.974E+00	 1.069E+01	 6.001E+00	 6.274E+02	 6.287E+02	 6.273E+02	-1.491E+00	-5.469E-01	-2.107E+00	-6.313E+02	-6.311E+02	-6.329E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   81.0000	 4.336E+00	 5.476E+00	 4.529E+00	 5.556E+00	 6.080E+00	 4.843E+00	 5.368E+00	 5.476E+00	 3.578E+00	 1.241E+00	 1.705E+00	-1.726E+00	 1.064E-01	-3.211E+00	-2.821E+00	-2.846E+00	 5.898E-01	 2.048E+00	 8.571E-01	 7.039E-01	 8.712E-01	 8.777E-01	 8.349E-01	 8.285E-01	 8.595E-01	 8.155E-01	 9.347E-01	 9.174E+00	 8.617E+00	 5.579E+00	 6.103E+00	 8.179E+00	 4.940E+00	 9.341E+00	 7.613E+00	 5.203E+00	 6.280E+02	 6.295E+02	 6.279E+02	-1.373E+00	-4.184E-01	-1.773E+00	-6.307E+02	-6.317E+02	-6.328E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   84.0000	 4.643E+00	 5.466E+00	 4.706E+00	 5.585E+00	 6.023E+00	 4.690E+00	 5.468E+00	 4.964E+00	 3.437E+00	 6.064E-01	 2.056E+00	-4.585E+00	 1.707E+00	 1.180E+00	 1.737E+00	-9.766E-01	-1.060E+00	 1.125E+00	 7.937E-01	 7.371E-01	 8.219E-01	 8.279E-01	 8.051E-01	 7.767E-01	 8.483E-01	 8.324E-01	 9.162E-01	 4.392E+00	 8.787E+00	 8.229E+00	 6.108E+00	 1.028E+01	 1.009E+01	 7.867E+00	 7.649E+00	 6.199E+00	 6.282E+02	 6.299E+02	 6.282E+02	-1.398E+00	-4.412E-01	-1.736E+00	-6.305E+02	-6.321E+02	-6.330E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   87.0000	 4.882E+00	 5.828E+00	 4.670E+00	 5.903E+00	 6.216E+00	 5.105E+00	 5.628E+00	 4.657E+00	 4.199E+00	 2.251E+00	 1.426E+00	-1.663E-01	 4.168E-01	-1.313E+00	 4.302E+00	-2.954E-01	-3.030E+00	 2.672E+00	 7.962E-01	 7.495E-01	 8.371E-01	 7.935E-01	 8.121E-01	 8.492E-01	 8.554E-01	 8.895E-01	 8.313E-01	 8.877E+00	 8.187E+00	 7.634E+00	 5.515E+00	 7.970E+00	 9.539E+00	 7.491E+00	 7.739E+00	 5.856E+00	 6.280E+02	 6.296E+02	 6.282E+02	-1.527E+00	-6.032E-01	-2.000E+00	-6.305E+02	-6.325E+02	-6.333E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   90.0000	 4.987E+00	 5.949E+00	 4.698E+00	 5.702E+00	 6.397E+00	 5.097E+00	 5.405E+00	 4.303E+00	 4.495E+00	 2.556E+00	 7.052E-01	-2.267E+00	 7.478E-01	 9.330E-01	 3.938E+00	-3.603E-01	-5.846E+00	-3.637E-01	 7.316E-01	 7.147E-01	 7.966E-01	 7.402E-01	 8.321E-01	 7.903E-01	 8.055E-01	 9.298E-01	 7.390E-01	 6.744E+00	 9.508E+00	 6.764E+00	 5.001E+00	 7.990E+00	 7.015E+00	 7.598E+00	 8.196E+00	 6.569E+00	 6.276E+02	 6.290E+02	 6.278E+02	-1.700E+00	-8.547E-01	-2.463E+00	-6.309E+02	-6.328E+02	-6.336E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   93.0000	 5.150E+00	 5.825E+00	 4.853E+00	 5.353E+00	 5.933E+00	 5.096E+00	 5.414E+00	 4.022E+00	 4.807E+00	 8.149E-01	 1.423E+00	 2.515E+00	 2.210E+00	-2.538E+00	 1.508E+00	-2.052E+00	-5.502E+00	 3.265E-01	 7.537E-01	 7.054E-01	 7.422E-01	 7.345E-01	 8.340E-01	 7.763E-01	 8.276E-01	 1.022E+00	 7.425E-01	 5.893E+00	 7.960E+00	 5.874E+00	 5.925E+00	 8.590E+00	 6.147E+00	 7.403E+00	 8.113E+00	 7.781E+00	 6.271E+02	 6.282E+02	 6.273E+02	-1.901E+00	-1.124E+00	-2.947E+00	-6.315E+02	-6.330E+02	-6.337E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   96.0000	 5.551E+00	 5.758E+00	 4.999E+00	 5.408E+00	 5.667E+00	 4.926E+00	 5.375E+00	 4.093E+00	 4.590E+00	-2.238E-01	-5.285E-01	 2.146E+00	-6.573E-01	-4.152E+00	 5.971E-01	-1.212E+00	-4.933E+00	 5.361E+00	 7.295E-01	 7.280E-01	 7.163E-01	 7.692E-01	 8.428E-01	 7.357E-01	 8.309E-01	 1.098E+00	 7.244E-01	 6.315E+00	 7.198E+00	 8.506E+00	 4.871E+00	 7.246E+00	 7.880E+00	 8.016E+00	 6.685E+00	 5.594E+00	 6.267E+02	 6.275E+02	 6.268E+02	-2.112E+00	-1.363E+00	-3.263E+00	-6.321E+02	-6.332E+02	-6.336E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
   99.0000	 5.577E+00	 5.393E+00	 5.240E+00	 5.201E+00	 5.320E+00	 4.689E+00	 5.527E+00	 3.935E+00	 4.895E+00	-1.572E+00	 1.211E+00	-2.677E+00	-3.811E-01	-1.147E+00	-1.727E+00	-9.085E-01	-3.636E+00	 4.345E+00	 6.908E-01	 7.347E-01	 7.565E-01	 7.993E-01	 8.596E-01	 7.752E-01	 8.158E-01	 1.020E+00	 7.113E-01	 6.005E+00	 6.393E+00	 6.905E+00	 4.345E+00	 7.511E+00	 9.702E+00	 7.626E+00	 7.376E+00	 6.881E+00	 6.266E+02	 6.271E+02	 6.264E+02	-2.261E+00	-1.556E+00	-3.315E+00	-6.324E+02	-6.332E+02	-6.334E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  102.0000	 5.509E+00	 5.114E+00	 4.733E+00	 5.219E+00	 5.043E+00	 4.800E+00	 5.501E+00	 4.072E+00	 4.761E+00	-1.015E+00	 1.965E+00	-3.074E+00	 1.562E+00	 1.486E+00	-4.403E+00	 5.097E-01	-5.960E+00	 2.764E+00	 6.897E-01	 7.960E-01	 7.601E-01	 8.141E-01	 8.333E-01	 7.762E-01	 8.115E-01	 1.034E+00	 6.931E-01	 5.260E+00	 3.683E+00	 7.720E+00	 5.320E+00	 8.701E+00	 8.842E+00	 5.288E+00	 8.839E+00	 3.413E+00	 6.269E+02	 6.271E+02	 6.263E+02	-2.338E+00	-1.730E+00	-3.114E+00	-6.325E+02	-6.332E+02	-6.329E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  105.0000	 5.233E+00	 5.148E+00	 4.692E+00	 5.423E+00	 5.302E+00	 5.167E+00	 5.293E+00	 3.833E+00	 4.480E+00	 1.793E+00	 1.345E+00	-2.806E+00	 3.360E+00	 2.105E+00	-4.115E-01	-4.412E-01	-5.828E+00	 5.095E+00	 7.366E-01	 8.137E-01	 8.033E-01	 8.348E-01	 8.931E-01	 7.941E-01	 8.094E-01	 1.039E+00	 7.788E-01	 5.191E+00	 5.865E+00	 6.829E+00	 7.133E+00	 9.480E+00	 8.510E+00	 7.807E+00	 9.155E+00	 6.744E+00	 6.276E+02	 6.274E+02	 6.265E+02	-2.343E+00	-1.931E+00	-2.752E+00	-6.323E+02	-6.332E+02	-6.325E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  108.0000	 5.366E+00	 5.234E+00	 4.523E+00	 5.411E+00	 5.347E+00	 5.133E+00	 5.522E+00	 3.797E+00	 4.701E+00	 2.956E-01	 2.024E+00	 4.758E+00	 1.949E+00	 5.052E-01	 1.353E+00	 2.969E-01	-4.429E-01	 2.310E+00	 8.022E-01	 7.880E-01	 8.011E-01	 8.237E-01	 8.635E-01	 7.854E-01	 8.274E-01	 1.050E+00	 7.814E-01	 6.381E+00	 6.321E+00	 9.731E+00	 7.281E+00	 7.076E+00	 5.704E+00	 7.202E+00	 7.517E+00	 6.148E+00	 6.284E+02	 6.279E+02	 6.270E+02	-2.275E+00	-2.147E+00	-2.373E+00	-6.319E+02	-6.331E+02	-6.321E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  111.0000	 5.304E+00	 5.063E+00	 5.053E+00	 5.411E+00	 5.326E+00	 4.927E+00	 5.628E+00	 4.123E+00	 4.907E+00	-1.767E+00	 5.586E+00	-2.278E+00	-1.116E-01	 1.350E+00	-3.352E-02	 1.240E+00	-3.100E+00	 4.719E+00	 8.108E-01	 7.528E-01	 8.626E-01	 7.998E-01	 8.954E-01	 7.257E-01	 7.876E-01	 1.053E+00	 7.629E-01	 7.938E+00	 8.748E+00	 8.173E+00	 5.891E+00	 7.331E+00	 5.357E+00	 8.936E+00	 1.001E+01	 7.483E+00	 6.291E+02	 6.283E+02	 6.275E+02	-2.164E+00	-2.304E+00	-2.094E+00	-6.315E+02	-6.330E+02	-6.320E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  114.0000	 5.435E+00	 5.162E+00	 4.764E+00	 5.138E+00	 5.304E+00	 5.036E+00	 5.564E+00	 4.216E+00	 5.288E+00	-1.266E+00	 5.424E+00	-7.227E-01	-1.971E+00	 1.046E+00	-5.334E-01	 1.433E+00	-2.469E+00	 2.541E+00	 8.578E-01	 7.625E-01	 8.362E-01	 7.769E-01	 9.028E-01	 6.820E-01	 7.667E-01	 9.162E-01	 7.723E-01	 7.641E+00	 8.531E+00	 5.784E+00	 7.325E+00	 8.288E+00	 6.433E+00	 9.113E+00	 1.018E+01	 5.956E+00	 6.295E+02	 6.286E+02	 6.280E+02	-2.058E+00	-2.335E+00	-2.028E+00	-6.311E+02	-6.328E+02	-6.321E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  117.0000	 5.583E+00	 5.180E+00	 5.040E+00	 5.209E+00	 5.504E+00	 5.570E+00	 5.478E+00	 4.693E+00	 5.166E+00	-4.083E+00	 5.768E+00	-2.349E+00	-6.390E-01	 3.228E+00	-1.383E+00	 1.651E-01	-5.687E+00	 1.721E+00	 8.149E-01	 7.405E-01	 8.348E-01	 8.107E-01	 8.741E-01	 6.584E-01	 7.542E-01	 9.201E-01	 7.685E-01	 7.216E+00	 9.512E+00	 4.687E+00	 8.248E+00	 9.847E+00	 9.503E+00	 8.776E+00	 1.214E+01	 6.803E+00	 6.297E+02	 6.287E+02	 6.283E+02	-2.057E+00	-2.229E+00	-2.212E+00	-6.309E+02	-6.327E+02	-6.323E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  120.0000	 5.584E+00	 5.322E+00	 4.901E+00	 5.019E+00	 5.299E+00	 5.360E+00	 5.293E+00	 5.154E+00	 5.086E+00	-4.350E+00	 3.601E+00	-1.799E+00	 2.088E+00	 3.511E+00	 2.809E+00	-7.507E-02	-2.904E+00	 5.851E-01	 8.273E-01	 7.556E-01	 7.859E-01	 8.011E-01	 8.415E-01	 6.731E-01	 7.696E-01	 8.517E-01	 7.597E-01	 1.088E+01	 8.987E+00	 7.912E+00	 7.386E+00	 8.353E+00	 7.747E+00	 9.291E+00	 6.185E+00	 6.759E+00	 6.295E+02	 6.285E+02	 6.284E+02	-2.181E+00	-2.019E+00	-2.577E+00	-6.310E+02	-6.326E+02	-6.327E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  123.0000	 4.907E+00	 5.756E+00	 5.061E+00	 5.011E+00	 5.023E+00	 4.908E+00	 5.360E+00	 5.421E+00	 4.890E+00	-8.145E+00	 1.373E+00	 2.393E+00	-6.821E-01	 2.228E+00	 2.099E-01	-2.710E+00	-1.972E+00	 1.864E+00	 8.417E-01	 7.897E-01	 8.423E-01	 8.012E-01	 8.693E-01	 7.026E-01	 8.024E-01	 7.920E-01	 7.024E-01	 2.106E+01	 5.787E+00	 8.331E+00	 6.445E+00	 9.014E+00	 6.234E+00	 9.978E+00	 5.978E+00	 4.114E+00	 6.289E+02	 6.282E+02	 6.282E+02	-2.373E+00	-1.829E+00	-2.990E+00	-6.313E+02	-6.324E+02	-6.330E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  126.0000	 5.609E+00	 5.551E+00	 5.403E+00	 4.826E+00	 4.929E+00	 4.676E+00	 4.977E+00	 5.415E+00	 4.749E+00	-7.083E+00	-9.644E-01	 2.220E+00	 4.460E-01	 1.796E+00	-5.657E-01	-4.185E+00	-3.890E+00	 1.316E+00	 8.912E-01	 7.708E-01	 7.965E-01	 8.232E-01	 8.791E-01	 7.333E-01	 7.654E-01	 7.449E-01	 7.557E-01	 1.744E+01	 3.948E+00	 7.474E+00	 7.220E+00	 8.233E+00	 5.443E+00	 7.957E+00	 7.376E+00	 5.540E+00	 6.280E+02	 6.279E+02	 6.279E+02	-2.551E+00	-1.786E+00	-3.320E+00	-6.318E+02	-6.323E+02	-6.331E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  129.0000	 5.952E+00	 5.478E+00	 5.608E+00	 4.868E+00	 5.138E+00	 4.628E+00	 4.991E+00	 5.164E+00	 4.580E+00	-4.597E+00	-8.826E-01	 1.554E+00	 3.269E+00	 2.789E+00	-1.473E+00	-9.418E-01	-2.109E+00	 1.201E+00	 8.194E-01	 8.078E-01	 8.115E-01	 8.590E-01	 8.630E-01	 7.329E-01	 8.040E-01	 7.398E-01	 7.816E-01	 1.447E+01	 4.144E+00	 6.994E+00	 9.405E+00	 7.933E+00	 6.772E+00	 7.542E+00	 6.800E+00	 6.806E+00	 6.272E+02	 6.278E+02	 6.276E+02	-2.647E+00	-1.929E+00	-3.496E+00	-6.323E+02	-6.322E+02	-6.332E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  132.0000	 6.397E+00	 5.315E+00	 5.611E+00	 5.033E+00	 5.641E+00	 4.267E+00	 4.872E+00	 5.004E+00	 3.995E+00	-8.283E-01	-3.931E+00	-5.672E-01	 4.163E+00	 3.136E+00	 6.064E-01	-4.008E+00	-5.234E-01	 3.364E+00	 7.951E-01	 7.997E-01	 8.023E-01	 8.612E-01	 8.315E-01	 7.327E-01	 8.217E-01	 7.558E-01	 7.915E-01	 9.880E+00	 8.597E+00	 7.527E+00	 9.004E+00	 6.010E+00	 5.836E+00	 8.090E+00	 4.146E+00	 8.905E+00	 6.267E+02	 6.278E+02	 6.274E+02	-2.629E+00	-2.168E+00	-3.517E+00	-6.327E+02	-6.321E+02	-6.331E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  135.0000	 6.572E+00	 4.461E+00	 5.647E+00	 5.156E+00	 5.833E+00	 3.987E+00	 4.872E+00	 5.076E+00	 3.669E+00	-7.694E-01	-4.579E+00	-2.398E-01	 1.327E-02	 4.312E+00	-9.824E-01	-5.305E+00	-8.162E-01	 3.888E+00	 7.669E-01	 8.318E-01	 7.656E-01	 8.566E-01	 7.868E-01	 8.187E-01	 8.271E-01	 7.434E-01	 9.784E-01	 1.046E+01	 8.190E+00	 7.545E+00	 7.038E+00	 7.861E+00	 7.980E+00	 8.591E+00	 5.477E+00	 6.561E+00	 6.269E+02	 6.278E+02	 6.276E+02	-2.471E+00	-2.352E+00	-3.433E+00	-6.330E+02	-6.320E+02	-6.330E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  138.0000	 6.808E+00	 4.586E+00	 5.691E+00	 5.228E+00	 5.751E+00	 4.089E+00	 4.756E+00	 5.349E+00	 3.811E+00	-2.987E+00	-7.220E+00	-1.337E+00	 3.322E+00	 3.970E+00	 3.229E+00	-6.298E+00	-1.703E+00	-2.879E-01	 7.470E-01	 9.304E-01	 7.669E-01	 8.342E-01	 7.714E-01	 8.934E-01	 8.329E-01	 7.398E-01	 1.009E+00	 8.984E+00	 1.088E+01	 7.818E+00	 9.592E+00	 7.920E+00	 5.839E+00	 1.171E+01	 6.690E+00	 7.924E+00	 6.277E+02	 6.278E+02	 6.279E+02	-2.225E+00	-2.432E+00	-3.307E+00	-6.330E+02	-6.320E+02	-6.328E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
  141.0000	 6.176E+00	 5.208E+00	 5.618E+00	 5.394E+00	 4.649E+00	 4.319E+00	 4.717E+00	 5.411E+00	 4.243E+00	-5.723E+00	-4.543E+00	 3.312E-01	 3.898E+00	 2.683E+00	 3.871E+00	-1.996E+00	 1.417E+00	 2.956E+00	 7.415E-01	 8.514E-01	 7.843E-01	 8.725E-01	 7.556E-01	 7.852E-01	 8.515E-01	 7.483E-01	 9.952E-01	 1.210E+01	 7.309E+00	 8.025E+00	 1.026E+01	 9.582E+00	 9.270E+00	 9.343E+00	 7.835E+00	 8.896E+00	 6.289E+02	 6.277E+02	 6.285E+02	-1.971E+00	-2.495E+00	-3.179E+00	-6.328E+02	-6.319E+02	-6.327E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02	-8.820E+02	 0.000E+00	 8.820E+02
