Time (s),GenTq

0.0000,1.234E+01
0.1000,1.234E+01
0.2000,1.235E+01
0.3000,1.236E+01
0.4000,1.237E+01
0.5000,1.239E+01
0.6000,1.240E+01
0.7000,1.240E+01
0.8000,1.240E+01
0.9000,1.240E+01
1.0000,1.240E+01
1.1000,1.241E+01
1.2000,1.242E+01
1.3000,1.243E+01
1.4000,1.243E+01
1.5000,1.242E+01
1.6000,1.240E+01
1.7000,1.238E+01
1.8000,1.235E+01
1.9000,1.232E+01
2.0000,1.230E+01
2.1000,1.229E+01
2.2000,1.227E+01
2.3000,1.226E+01
2.4000,1.224E+01
2.5000,1.223E+01
2.6000,1.222E+01
2.7000,1.222E+01
2.8000,1.221E+01
2.9000,1.221E+01
3.0000,1.220E+01
3.1000,1.221E+01
3.2000,1.221E+01
3.3000,1.221E+01
3.4000,1.220E+01
3.5000,1.220E+01
3.6000,1.219E+01
3.7000,1.218E+01
3.8000,1.218E+01
3.9000,1.217E+01
4.0000,1.217E+01
4.1000,1.216E+01
4.2000,1.214E+01
4.3000,1.212E+01
4.4000,1.208E+01
4.5000,1.204E+01
4.6000,1.201E+01
4.7000,1.198E+01
4.8000,1.195E+01
4.9000,1.193E+01
5.0000,1.191E+01
5.1000,1.189E+01
5.2000,1.187E+01
5.3000,1.186E+01
5.4000,1.184E+01
5.5000,1.183E+01
5.6000,1.182E+01
5.7000,1.181E+01
5.8000,1.181E+01
5.9000,1.180E+01
6.0000,1.179E+01
6.1000,1.177E+01
6.2000,1.175E+01
6.3000,1.173E+01
6.4000,1.172E+01
6.5000,1.171E+01
6.6000,1.170E+01
6.7000,1.169E+01
6.8000,1.168E+01
6.9000,1.166E+01
7.0000,1.164E+01
7.1000,1.162E+01
7.2000,1.159E+01
7.3000,1.156E+01
7.4000,1.153E+01
7.5000,1.151E+01
7.6000,1.150E+01
7.7000,1.149E+01
7.8000,1.148E+01
7.9000,1.147E+01
8.0000,1.147E+01
8.1000,1.146E+01
8.2000,1.146E+01
8.3000,1.145E+01
8.4000,1.145E+01
8.5000,1.144E+01
8.6000,1.144E+01
8.7000,1.143E+01
8.8000,1.143E+01
8.9000,1.142E+01
9.0000,1.141E+01
9.1000,1.141E+01
9.2000,1.140E+01
9.3000,1.139E+01
9.4000,1.139E+01
9.5000,1.139E+01
9.6000,1.139E+01
9.7000,1.138E+01
9.8000,1.137E+01
9.9000,1.135E+01
10.0000,1.132E+01
10.1000,1.131E+01
10.2000,1.129E+01
10.3000,1.129E+01
10.4000,1.128E+01
10.5000,1.128E+01
10.6000,1.128E+01
10.7000,1.128E+01
10.8000,1.127E+01
10.9000,1.126E+01
11.0000,1.125E+01
11.1000,1.124E+01
11.2000,1.123E+01
11.3000,1.122E+01
11.4000,1.122E+01
11.5000,1.121E+01
11.6000,1.121E+01
11.7000,1.120E+01
11.8000,1.120E+01
11.9000,1.120E+01
12.0000,1.121E+01
12.1000,1.122E+01
12.2000,1.124E+01
12.3000,1.125E+01
12.4000,1.127E+01
12.5000,1.128E+01
12.6000,1.129E+01
12.7000,1.129E+01
12.8000,1.129E+01
12.9000,1.129E+01
13.0000,1.129E+01
13.1000,1.130E+01
13.2000,1.131E+01
13.3000,1.132E+01
13.4000,1.133E+01
13.5000,1.134E+01
13.6000,1.135E+01
13.7000,1.136E+01
13.8000,1.136E+01
13.9000,1.136E+01
14.0000,1.135E+01
14.1000,1.135E+01
14.2000,1.135E+01
14.3000,1.136E+01
14.4000,1.136E+01
14.5000,1.136E+01
14.6000,1.137E+01
14.7000,1.138E+01
14.8000,1.140E+01
14.9000,1.143E+01
15.0000,1.146E+01
15.1000,1.150E+01
15.2000,1.155E+01
15.3000,1.159E+01
15.4000,1.163E+01
15.5000,1.166E+01
15.6000,1.168E+01
15.7000,1.170E+01
15.8000,1.172E+01
15.9000,1.174E+01
16.0000,1.175E+01
16.1000,1.177E+01
16.2000,1.180E+01
16.3000,1.182E+01
16.4000,1.185E+01
16.5000,1.187E+01
16.6000,1.189E+01
16.7000,1.191E+01
16.8000,1.192E+01
16.9000,1.194E+01
17.0000,1.196E+01
17.1000,1.197E+01
17.2000,1.198E+01
17.3000,1.199E+01
17.4000,1.201E+01
17.5000,1.203E+01
17.6000,1.206E+01
17.7000,1.210E+01
17.8000,1.216E+01
17.9000,1.222E+01
18.0000,1.227E+01
18.1000,1.232E+01
18.2000,1.236E+01
18.3000,1.238E+01
18.4000,1.241E+01
18.5000,1.243E+01
18.6000,1.246E+01
18.7000,1.249E+01
18.8000,1.253E+01
18.9000,1.258E+01
19.0000,1.262E+01
19.1000,1.267E+01
19.2000,1.272E+01
19.3000,1.276E+01
19.4000,1.279E+01
19.5000,1.281E+01
19.6000,1.284E+01
19.7000,1.285E+01
19.8000,1.286E+01
19.9000,1.287E+01
20.0000,1.288E+01
20.1000,1.290E+01
20.2000,1.293E+01
20.3000,1.296E+01
20.4000,1.301E+01
20.5000,1.306E+01
20.6000,1.312E+01
20.7000,1.316E+01
20.8000,1.321E+01
20.9000,1.325E+01
21.0000,1.329E+01
21.1000,1.333E+01
21.2000,1.337E+01
21.3000,1.340E+01
21.4000,1.344E+01
21.5000,1.348E+01
21.6000,1.353E+01
21.7000,1.358E+01
21.8000,1.363E+01
21.9000,1.367E+01
22.0000,1.371E+01
22.1000,1.374E+01
22.2000,1.376E+01
22.3000,1.378E+01
22.4000,1.380E+01
22.5000,1.381E+01
22.6000,1.384E+01
22.7000,1.386E+01
22.8000,1.389E+01
22.9000,1.393E+01
23.0000,1.398E+01
23.1000,1.403E+01
23.2000,1.408E+01
23.3000,1.413E+01
23.4000,1.418E+01
23.5000,1.422E+01
23.6000,1.425E+01
23.7000,1.429E+01
23.8000,1.433E+01
23.9000,1.437E+01
24.0000,1.442E+01
24.1000,1.448E+01
24.2000,1.454E+01
24.3000,1.460E+01
24.4000,1.464E+01
24.5000,1.468E+01
24.6000,1.471E+01
24.7000,1.474E+01
24.8000,1.477E+01
24.9000,1.479E+01
25.0000,1.480E+01
25.1000,1.481E+01
25.2000,1.483E+01
25.3000,1.485E+01
25.4000,1.487E+01
25.5000,1.489E+01
25.6000,1.492E+01
25.7000,1.495E+01
25.8000,1.497E+01
25.9000,1.500E+01
26.0000,1.504E+01
26.1000,1.508E+01
26.2000,1.512E+01
26.3000,1.516E+01
26.4000,1.521E+01
26.5000,1.527E+01
26.6000,1.532E+01
26.7000,1.536E+01
26.8000,1.540E+01
26.9000,1.542E+01
27.0000,1.543E+01
27.1000,1.544E+01
27.2000,1.545E+01
27.3000,1.546E+01
27.4000,1.547E+01
27.5000,1.547E+01
27.6000,1.547E+01
27.7000,1.547E+01
27.8000,1.548E+01
27.9000,1.549E+01
28.0000,1.550E+01
28.1000,1.551E+01
28.2000,1.552E+01
28.3000,1.554E+01
28.4000,1.556E+01
28.5000,1.558E+01
28.6000,1.561E+01
28.7000,1.563E+01
28.8000,1.566E+01
28.9000,1.569E+01
29.0000,1.571E+01
29.1000,1.573E+01
29.2000,1.574E+01
29.3000,1.575E+01
29.4000,1.576E+01
29.5000,1.577E+01
29.6000,1.577E+01
29.7000,1.578E+01
29.8000,1.578E+01
29.9000,1.577E+01
30.0000,1.577E+01
30.1000,1.575E+01
30.2000,1.574E+01
30.3000,1.572E+01
30.4000,1.570E+01
30.5000,1.568E+01
30.6000,1.567E+01
30.7000,1.566E+01
30.8000,1.566E+01
30.9000,1.566E+01
31.0000,1.565E+01
31.1000,1.565E+01
31.2000,1.565E+01
31.3000,1.564E+01
31.4000,1.564E+01
31.5000,1.563E+01
31.6000,1.563E+01
31.7000,1.563E+01
31.8000,1.563E+01
31.9000,1.562E+01
32.0000,1.561E+01
32.1000,1.559E+01
32.2000,1.557E+01
32.3000,1.555E+01
32.4000,1.553E+01
32.5000,1.549E+01
32.6000,1.546E+01
32.7000,1.542E+01
32.8000,1.538E+01
32.9000,1.534E+01
33.0000,1.531E+01
33.1000,1.528E+01
33.2000,1.526E+01
33.3000,1.524E+01
33.4000,1.522E+01
33.5000,1.521E+01
33.6000,1.520E+01
